city,area,price,availability_365,date,event_count,avg_influence,total_influence
Manhattan,Harlem,273.0,293,2025-11-10,5.0,0.57,2.8499999999999996
Brooklyn,Bedford-Stuyvesant,90.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,106.0,301,2025-11-10,3.0,0.72,2.16
Queens,Hollis,202.0,350,2025-11-10,0.0,0.0,0.0
Manhattan,Upper West Side,416.0,0,2025-11-10,4.0,0.61,2.44
Manhattan,Upper East Side,162.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,62.0,184,2025-11-10,0.0,0.0,0.0
Staten Island,Tompkinsville,94.0,249,2025-11-10,0.0,0.0,0.0
Queens,Springfield Gardens,126.0,326,2025-11-10,0.0,0.0,0.0
Brooklyn,Prospect-Lefferts Gardens,205.0,363,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,187.0,6,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,3065.0,350,2025-11-10,5.0,0.53,2.6500000000000004
Manhattan,East Harlem,170.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,220.0,64,2025-11-10,0.0,0.0,0.0
Queens,Edgemere,153.0,267,2025-11-10,0.0,0.0,0.0
Bronx,Throgs Neck,179.0,365,2025-11-10,4.0,0.35,1.4
Manhattan,Upper East Side,207.0,336,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,153.0,226,2025-11-10,0.0,0.0,0.0
Queens,Woodhaven,99.0,0,2025-11-10,2.0,0.66,1.32
Manhattan,Hell's Kitchen,212.0,305,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,115.0,123,2025-11-10,1.0,0.82,0.82
Manhattan,Midtown,995.0,270,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,479.0,288,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,600.0,362,2025-11-10,0.0,0.0,0.0
Brooklyn,Carroll Gardens,200.0,271,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,95.0,216,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,250.0,103,2025-11-10,5.0,0.71,3.55
Brooklyn,Greenpoint,478.0,335,2025-11-10,0.0,0.0,0.0
Queens,Flushing,119.0,275,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,385.0,188,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,125.0,139,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,163.0,302,2025-11-10,4.0,0.53,2.12
Manhattan,West Village,400.0,346,2025-11-10,0.0,0.0,0.0
Staten Island,Prince's Bay,135.0,182,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,295.0,324,2025-11-10,0.0,0.0,0.0
Queens,St. Albans,75.0,240,2025-11-10,0.0,0.0,0.0
Brooklyn,Sheepshead Bay,100.0,205,2025-11-10,0.0,0.0,0.0
Bronx,Concourse Village,70.0,175,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,126.0,60,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,240.0,31,2025-11-10,1.0,0.38,0.38
Manhattan,Midtown,445.0,193,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,170.0,304,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,459.0,237,2025-11-10,3.0,0.79,2.37
Manhattan,Midtown,422.0,234,2025-11-10,4.0,0.87,3.48
Manhattan,Midtown,294.0,214,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,288.0,225,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,388.0,226,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,384.0,248,2025-11-10,5.0,0.53,2.6500000000000004
Manhattan,Midtown,319.0,263,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,168.0,305,2025-11-10,2.0,0.74,1.48
Brooklyn,East New York,98.0,269,2025-11-10,0.0,0.0,0.0
Bronx,Mott Haven,150.0,365,2025-11-10,0.0,0.0,0.0
Bronx,Longwood,39.0,362,2025-11-10,0.0,0.0,0.0
Queens,Rosedale,191.0,269,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,88.0,358,2025-11-10,0.0,0.0,0.0
Queens,Rego Park,40.0,246,2025-11-10,0.0,0.0,0.0
Manhattan,SoHo,1157.0,274,2025-11-10,0.0,0.0,0.0
Bronx,Bronxdale,133.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Sunset Park,113.0,244,2025-11-10,0.0,0.0,0.0
Brooklyn,Sunset Park,100.0,322,2025-11-10,1.0,0.55,0.55
Brooklyn,Sunset Park,131.0,220,2025-11-10,1.0,0.6,0.6
Brooklyn,Gravesend,136.0,352,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,86.0,55,2025-11-10,0.0,0.0,0.0
Brooklyn,Clinton Hill,314.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Theater District,453.0,313,2025-11-10,0.0,0.0,0.0
Manhattan,Upper West Side,422.0,216,2025-11-10,0.0,0.0,0.0
Brooklyn,Fort Greene,49.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,44.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,118.0,358,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,146.0,328,2025-11-10,0.0,0.0,0.0
Queens,St. Albans,99.0,270,2025-11-10,0.0,0.0,0.0
Brooklyn,Boerum Hill,183.0,104,2025-11-10,2.0,0.8,1.6
Queens,Queens Village,62.0,338,2025-11-10,0.0,0.0,0.0
Queens,Flushing,75.0,269,2025-11-10,5.0,0.35,1.75
Queens,Astoria,234.0,52,2025-11-10,3.0,0.62,1.8599999999999999
Bronx,Port Morris,82.0,364,2025-11-10,0.0,0.0,0.0
Bronx,Port Morris,60.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Lower East Side,490.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,180.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Lower East Side,600.0,31,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,271.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,70.0,321,2025-11-10,0.0,0.0,0.0
Queens,Woodhaven,91.0,1,2025-11-10,0.0,0.0,0.0
Brooklyn,Prospect-Lefferts Gardens,72.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Sunset Park,97.0,118,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,277.0,328,2025-11-10,0.0,0.0,0.0
Brooklyn,Sheepshead Bay,111.0,179,2025-11-10,2.0,0.43,0.86
Brooklyn,East Flatbush,110.0,310,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,84.0,363,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,35.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,255.0,364,2025-11-10,3.0,0.5,1.5
Queens,Far Rockaway,137.0,89,2025-11-10,0.0,0.0,0.0
Queens,Glendale,53.0,308,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,50.0,258,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,240.0,49,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,1039.0,364,2025-11-10,5.0,0.69,3.4499999999999997
Queens,St. Albans,63.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Windsor Terrace,128.0,282,2025-11-10,0.0,0.0,0.0
Queens,Jamaica,142.0,273,2025-11-10,0.0,0.0,0.0
Manhattan,Lower East Side,321.0,314,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,140.0,174,2025-11-10,4.0,0.32,1.28
Brooklyn,Bedford-Stuyvesant,64.0,121,2025-11-10,0.0,0.0,0.0
Brooklyn,Clinton Hill,95.0,180,2025-11-10,0.0,0.0,0.0
Bronx,Mount Eden,108.0,270,2025-11-10,4.0,0.66,2.64
Brooklyn,Flatlands,161.0,260,2025-11-10,0.0,0.0,0.0
Manhattan,Nolita,169.0,306,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,196.0,289,2025-11-10,5.0,0.47,2.3499999999999996
Brooklyn,Brownsville,47.0,240,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,85.0,315,2025-11-10,3.0,0.7,2.0999999999999996
Manhattan,Midtown,817.0,2,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,688.0,353,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,136.0,335,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,157.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,74.0,103,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,99.0,360,2025-11-10,0.0,0.0,0.0
Brooklyn,Park Slope,236.0,184,2025-11-10,2.0,0.38,0.76
Queens,Kew Gardens,55.0,327,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,175.0,60,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,265.0,146,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,135.0,353,2025-11-10,0.0,0.0,0.0
Brooklyn,Carroll Gardens,190.0,22,2025-11-10,0.0,0.0,0.0
Brooklyn,Bay Ridge,195.0,119,2025-11-10,0.0,0.0,0.0
Brooklyn,South Slope,142.0,172,2025-11-10,5.0,0.74,3.7
Brooklyn,Williamsburg,65.0,352,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,55.0,354,2025-11-10,5.0,0.69,3.4499999999999997
Manhattan,Washington Heights,40.0,334,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,60.0,364,2025-11-10,4.0,0.88,3.52
Brooklyn,Greenpoint,473.0,243,2025-11-10,2.0,0.85,1.7
Brooklyn,Greenpoint,489.0,157,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,599.0,3,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,135.0,54,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,269.0,358,2025-11-10,0.0,0.0,0.0
Bronx,Edenwald,36.0,304,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,334.0,271,2025-11-10,4.0,0.47,1.88
Manhattan,Midtown,200.0,255,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,425.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,526.0,294,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,242.0,221,2025-11-10,0.0,0.0,0.0
Manhattan,Washington Heights,58.0,362,2025-11-10,0.0,0.0,0.0
Brooklyn,Brighton Beach,49.0,73,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,235.0,268,2025-11-10,3.0,0.32,0.96
Brooklyn,Williamsburg,171.0,313,2025-11-10,0.0,0.0,0.0
Queens,Arverne,452.0,358,2025-11-10,0.0,0.0,0.0
Queens,Cambria Heights,78.0,341,2025-11-10,0.0,0.0,0.0
Bronx,Van Nest,166.0,365,2025-11-10,0.0,0.0,0.0
Bronx,Van Nest,194.0,365,2025-11-10,3.0,0.69,2.07
Staten Island,Tompkinsville,200.0,332,2025-11-10,1.0,0.66,0.66
Manhattan,Upper East Side,189.0,288,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,180.0,270,2025-11-10,0.0,0.0,0.0
Queens,Ridgewood,135.0,364,2025-11-10,5.0,0.32,1.6
Bronx,Wakefield,248.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Gowanus,58.0,272,2025-11-10,0.0,0.0,0.0
Manhattan,Upper West Side,104.0,178,2025-11-10,0.0,0.0,0.0
Brooklyn,East New York,116.0,334,2025-11-10,0.0,0.0,0.0
Brooklyn,Carroll Gardens,242.0,217,2025-11-10,0.0,0.0,0.0
Brooklyn,Park Slope,411.0,308,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,184.0,335,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,465.0,133,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,233.0,123,2025-11-10,0.0,0.0,0.0
Queens,Cambria Heights,249.0,364,2025-11-10,0.0,0.0,0.0
Staten Island,Tottenville,196.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,75.0,329,2025-11-10,0.0,0.0,0.0
Brooklyn,Vinegar Hill,320.0,345,2025-11-10,0.0,0.0,0.0
Brooklyn,Park Slope,135.0,135,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,63.0,365,2025-11-10,0.0,0.0,0.0
Queens,Rockaway Beach,80.0,60,2025-11-10,2.0,0.37,0.74
Queens,Rockaway Beach,86.0,90,2025-11-10,0.0,0.0,0.0
Queens,Rockaway Beach,106.0,90,2025-11-10,0.0,0.0,0.0
Queens,Queens Village,181.0,67,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,270.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,DUMBO,450.0,365,2025-11-10,0.0,0.0,0.0
Queens,Cambria Heights,110.0,365,2025-11-10,0.0,0.0,0.0
Queens,Laurelton,43.0,88,2025-11-10,2.0,0.65,1.3
Manhattan,Hell's Kitchen,292.0,148,2025-11-10,0.0,0.0,0.0
Manhattan,West Village,705.0,244,2025-11-10,0.0,0.0,0.0
Brooklyn,Bay Ridge,100.0,269,2025-11-10,4.0,0.85,3.4
Brooklyn,Sunset Park,166.0,272,2025-11-10,0.0,0.0,0.0
Queens,Cambria Heights,43.0,191,2025-11-10,0.0,0.0,0.0
Queens,Arverne,268.0,365,2025-11-10,4.0,0.84,3.36
Brooklyn,Boerum Hill,258.0,149,2025-11-10,2.0,0.39,0.78
Manhattan,Midtown,494.0,18,2025-11-10,0.0,0.0,0.0
Brooklyn,Brighton Beach,119.0,178,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,160.0,239,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,139.0,306,2025-11-10,4.0,0.53,2.12
Queens,Long Island City,99.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Sunset Park,106.0,178,2025-11-10,0.0,0.0,0.0
Queens,Elmhurst,109.0,93,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,265.0,274,2025-11-10,1.0,0.33,0.33
Manhattan,East Village,272.0,290,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,238.0,270,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,452.0,347,2025-11-10,0.0,0.0,0.0
Bronx,Morris Park,125.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,201.0,340,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,502.0,70,2025-11-10,0.0,0.0,0.0
Brooklyn,Greenpoint,222.0,150,2025-11-10,0.0,0.0,0.0
Brooklyn,Fort Hamilton,120.0,364,2025-11-10,0.0,0.0,0.0
Bronx,Williamsbridge,80.0,87,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,95.0,89,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,500.0,346,2025-11-10,0.0,0.0,0.0
Brooklyn,Cypress Hills,68.0,359,2025-11-10,0.0,0.0,0.0
Manhattan,West Village,151.0,41,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,129.0,154,2025-11-10,0.0,0.0,0.0
Brooklyn,Greenpoint,155.0,111,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,54.0,158,2025-11-10,5.0,0.58,2.9
Manhattan,Murray Hill,448.0,2,2025-11-10,0.0,0.0,0.0
Bronx,Claremont Village,140.0,254,2025-11-10,0.0,0.0,0.0
Bronx,Williamsbridge,40.0,336,2025-11-10,0.0,0.0,0.0
Staten Island,Tompkinsville,72.0,257,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,85.0,218,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,1824.0,307,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,116.0,137,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,537.0,272,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,115.0,154,2025-11-10,0.0,0.0,0.0
Brooklyn,Fort Greene,333.0,251,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,130.0,104,2025-11-10,1.0,0.75,0.75
Brooklyn,Bedford-Stuyvesant,86.0,237,2025-11-10,0.0,0.0,0.0
Queens,Jackson Heights,56.0,340,2025-11-10,0.0,0.0,0.0
Bronx,Melrose,91.0,8,2025-11-10,0.0,0.0,0.0
Brooklyn,Kensington,149.0,183,2025-11-10,0.0,0.0,0.0
Staten Island,Mariners Harbor,73.0,350,2025-11-10,0.0,0.0,0.0
Brooklyn,Cypress Hills,89.0,169,2025-11-10,3.0,0.77,2.31
Brooklyn,Greenpoint,294.0,365,2025-11-10,2.0,0.6,1.2
Queens,Flushing,130.0,269,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,73.0,56,2025-11-10,0.0,0.0,0.0
Queens,Cambria Heights,92.0,271,2025-11-10,1.0,0.36,0.36
Bronx,Unionport,301.0,342,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,266.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,350.0,270,2025-11-10,0.0,0.0,0.0
Manhattan,Upper West Side,183.0,177,2025-11-10,0.0,0.0,0.0
Brooklyn,Sunset Park,114.0,84,2025-11-10,0.0,0.0,0.0
Queens,St. Albans,50.0,335,2025-11-10,0.0,0.0,0.0
Brooklyn,Park Slope,200.0,291,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,345.0,322,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,564.0,140,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,162.0,364,2025-11-10,0.0,0.0,0.0
Queens,Astoria,194.0,8,2025-11-10,1.0,0.53,0.53
Manhattan,Hell's Kitchen,241.0,287,2025-11-10,0.0,0.0,0.0
Brooklyn,Park Slope,204.0,277,2025-11-10,0.0,0.0,0.0
Brooklyn,Gowanus,207.0,267,2025-11-10,0.0,0.0,0.0
Brooklyn,Gowanus,345.0,306,2025-11-10,0.0,0.0,0.0
Brooklyn,Gowanus,262.0,219,2025-11-10,0.0,0.0,0.0
Queens,Jackson Heights,52.0,292,2025-11-10,0.0,0.0,0.0
Manhattan,Theater District,318.0,270,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,485.0,275,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,95.0,364,2025-11-10,0.0,0.0,0.0
Queens,Jackson Heights,64.0,365,2025-11-10,0.0,0.0,0.0
Queens,Rockaway Beach,73.0,90,2025-11-10,0.0,0.0,0.0
Queens,Ridgewood,88.0,274,2025-11-10,4.0,0.86,3.44
Manhattan,Upper West Side,229.0,330,2025-11-10,0.0,0.0,0.0
Brooklyn,Clinton Hill,451.0,365,2025-11-10,4.0,0.44,1.76
Brooklyn,East Flatbush,234.0,363,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,120.0,274,2025-11-10,0.0,0.0,0.0
Queens,Jackson Heights,57.0,93,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,372.0,139,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,430.0,286,2025-11-10,0.0,0.0,0.0
Brooklyn,Gravesend,44.0,346,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,80.0,270,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,110.0,253,2025-11-10,0.0,0.0,0.0
Manhattan,Chelsea,137.0,88,2025-11-10,0.0,0.0,0.0
Manhattan,Little Italy,222.0,333,2025-11-10,0.0,0.0,0.0
Brooklyn,Gowanus,260.0,224,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,341.0,83,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,113.0,323,2025-11-10,0.0,0.0,0.0
Brooklyn,Gravesend,91.0,122,2025-11-10,4.0,0.49,1.96
Queens,South Ozone Park,195.0,258,2025-11-10,3.0,0.75,2.25
Brooklyn,Bushwick,100.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,92.0,61,2025-11-10,1.0,0.74,0.74
Manhattan,Lower East Side,458.0,307,2025-11-10,5.0,0.85,4.25
Manhattan,Nolita,384.0,83,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,225.0,87,2025-11-10,4.0,0.53,2.12
Queens,Howard Beach,201.0,334,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,78.0,30,2025-11-10,0.0,0.0,0.0
Brooklyn,Cypress Hills,48.0,345,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,153.0,327,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,195.0,334,2025-11-10,0.0,0.0,0.0
Brooklyn,Cypress Hills,60.0,274,2025-11-10,0.0,0.0,0.0
Queens,Elmhurst,89.0,195,2025-11-10,0.0,0.0,0.0
Brooklyn,Brownsville,130.0,312,2025-11-10,0.0,0.0,0.0
Queens,South Ozone Park,126.0,53,2025-11-10,3.0,0.61,1.83
Manhattan,Upper East Side,198.0,327,2025-11-10,0.0,0.0,0.0
Queens,Astoria,252.0,353,2025-11-10,0.0,0.0,0.0
Queens,Flushing,115.0,357,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,190.0,132,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,171.0,274,2025-11-10,0.0,0.0,0.0
Bronx,Kingsbridge,50.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,315.0,154,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,100.0,365,2025-11-10,0.0,0.0,0.0
Queens,Jamaica Estates,60.0,364,2025-11-10,3.0,0.58,1.7399999999999998
Manhattan,Harlem,164.0,43,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,201.0,336,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,42.0,224,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,359.0,363,2025-11-10,4.0,0.86,3.44
Manhattan,Midtown,350.0,268,2025-11-10,0.0,0.0,0.0
Manhattan,Financial District,323.0,239,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,117.0,215,2025-11-10,0.0,0.0,0.0
Brooklyn,South Slope,198.0,243,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,145.0,272,2025-11-10,2.0,0.76,1.52
Manhattan,Harlem,248.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,138.0,293,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,416.0,363,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,125.0,90,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,86.0,286,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,375.0,334,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,135.0,270,2025-11-10,1.0,0.8,0.8
Manhattan,Harlem,301.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Battery Park City,110.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Financial District,375.0,170,2025-11-10,0.0,0.0,0.0
Staten Island,South Beach,85.0,301,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,86.0,267,2025-11-10,0.0,0.0,0.0
Brooklyn,Prospect-Lefferts Gardens,176.0,243,2025-11-10,0.0,0.0,0.0
Brooklyn,Bath Beach,300.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Bensonhurst,145.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,77.0,276,2025-11-10,0.0,0.0,0.0
Manhattan,Financial District,274.0,208,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,216.0,81,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,233.0,248,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,99.0,311,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,399.0,364,2025-11-10,0.0,0.0,0.0
Queens,Flushing,95.0,350,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,430.0,177,2025-11-10,4.0,0.38,1.52
Queens,Forest Hills,112.0,328,2025-11-10,5.0,0.78,3.9000000000000004
Brooklyn,Flatbush,75.0,305,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,70.0,173,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,246.0,263,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,66.0,341,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,329.0,284,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,274.0,290,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,267.0,256,2025-11-10,0.0,0.0,0.0
Bronx,Mott Haven,351.0,184,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,264.0,256,2025-11-10,0.0,0.0,0.0
Manhattan,West Village,185.0,209,2025-11-10,0.0,0.0,0.0
Brooklyn,Sheepshead Bay,125.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,250.0,335,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,110.0,120,2025-11-10,0.0,0.0,0.0
Queens,Long Island City,175.0,1,2025-11-10,0.0,0.0,0.0
Brooklyn,Fort Greene,574.0,275,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,136.0,117,2025-11-10,1.0,0.56,0.56
Manhattan,Midtown,195.0,260,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,128.0,273,2025-11-10,0.0,0.0,0.0
Manhattan,Nolita,179.0,284,2025-11-10,0.0,0.0,0.0
Manhattan,Chinatown,331.0,291,2025-11-10,0.0,0.0,0.0
Brooklyn,Cypress Hills,45.0,291,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,270.0,246,2025-11-10,3.0,0.31,0.9299999999999999
Manhattan,Harlem,182.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,107.0,188,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,160.0,128,2025-11-10,0.0,0.0,0.0
Brooklyn,Clinton Hill,84.0,149,2025-11-10,0.0,0.0,0.0
Queens,Maspeth,74.0,30,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,106.0,358,2025-11-10,5.0,0.34,1.7000000000000002
Manhattan,Hell's Kitchen,233.0,197,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,175.0,365,2025-11-10,0.0,0.0,0.0
Bronx,Fieldston,63.0,180,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,233.0,180,2025-11-10,0.0,0.0,0.0
Brooklyn,Prospect-Lefferts Gardens,61.0,335,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,302.0,30,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,159.0,194,2025-11-10,1.0,0.71,0.71
Brooklyn,Bedford-Stuyvesant,183.0,325,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,112.0,191,2025-11-10,5.0,0.52,2.6
Brooklyn,Greenpoint,195.0,52,2025-11-10,0.0,0.0,0.0
Brooklyn,Canarsie,178.0,273,2025-11-10,0.0,0.0,0.0
Brooklyn,Midwood,63.0,186,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,1200.0,238,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,100.0,325,2025-11-10,0.0,0.0,0.0
Manhattan,Upper West Side,285.0,324,2025-11-10,0.0,0.0,0.0
